Time,hip.X,hip.Y,hip.Z,lowerback.X,lowerback.Y,lowerback.Z,upperback.X,upperback.Y,upperback.Z,thorax.X,thorax.Y,thorax.Z,rclavicle.X,rclavicle.Y,rclavicle.Z,rhumerus.X,rhumerus.Y,rhumerus.Z,rradius.X,rradius.Y,rradius.Z,rwrist.X,rwrist.Y,rwrist.Z,rthumb.X,rthumb.Y,rthumb.Z,rthumbEnd.X,rthumbEnd.Y,rthumbEnd.Z,rhand.X,rhand.Y,rhand.Z,rfingers.X,rfingers.Y,rfingers.Z,rfingersEnd.X,rfingersEnd.Y,rfingersEnd.Z,lclavicle.X,lclavicle.Y,lclavicle.Z,lhumerus.X,lhumerus.Y,lhumerus.Z,lradius.X,lradius.Y,lradius.Z,lwrist.X,lwrist.Y,lwrist.Z,lthumb.X,lthumb.Y,lthumb.Z,lthumbEnd.X,lthumbEnd.Y,lthumbEnd.Z,lhand.X,lhand.Y,lhand.Z,lfingers.X,lfingers.Y,lfingers.Z,lfingersEnd.X,lfingersEnd.Y,lfingersEnd.Z,lowerneck.X,lowerneck.Y,lowerneck.Z,upperneck.X,upperneck.Y,upperneck.Z,head.X,head.Y,head.Z,headEnd.X,headEnd.Y,headEnd.Z,rhipjoint.X,rhipjoint.Y,rhipjoint.Z,rfemur.X,rfemur.Y,rfemur.Z,rtibia.X,rtibia.Y,rtibia.Z,rfoot.X,rfoot.Y,rfoot.Z,rtoes.X,rtoes.Y,rtoes.Z,rtoesEnd.X,rtoesEnd.Y,rtoesEnd.Z,lhipjoint.X,lhipjoint.Y,lhipjoint.Z,lfemur.X,lfemur.Y,lfemur.Z,ltibia.X,ltibia.Y,ltibia.Z,lfoot.X,lfoot.Y,lfoot.Z,ltoes.X,ltoes.Y,ltoes.Z,ltoesEnd.X,ltoesEnd.Y,ltoesEnd.Z
0.0,1.0534,17.8153,-16.2679,1.0534,17.8153,-16.2679,1.1138973570193447,19.95057178962117,-16.153626906309086,1.1400274106101318,22.074436035963984,-15.85599686161265,1.1400274106101318,22.074436035963984,-15.85599686161265,-1.9781649544640476,22.97763593068988,-16.343520205730886,-1.8801288226574548,17.723943015355154,-17.005405879485906,-2.3135951901989262,14.267681121192089,-15.585972365450552,-2.3135951901989262,14.267681121192089,-15.585972365450552,-2.0587789599507285,13.659411261820866,-15.026102099065017,-2.3135951901989262,14.267681121192089,-15.585972365450552,-2.4802478898050784,13.700390396753011,-15.128921718279619,-2.546914350492375,13.215763853495933,-14.777195977552381,1.1400274106101318,22.074436035963984,-15.85599686161265,4.395080512484219,23.137109001330618,-16.305223846063463,4.6343177333658705,18.00744110779454,-16.733840766133124,5.006879188116605,14.5273783996024,-15.383576564621285,5.006879188116605,14.5273783996024,-15.383576564621285,5.023613549998604,13.915481160178553,-15.360347821265732,5.006879188116605,14.5273783996024,-15.383576564621285,5.285448492863749,14.078545212031047,-15.35245099495209,5.471235943453162,13.69450821732234,-15.355881271703591,1.1400274106101318,22.074436035963984,-15.85599686161265,1.2337245288053955,23.715503076936695,-15.975798172853287,1.3266325318375423,25.387739617068036,-16.09834487995774,1.2013376460223273,27.055800109483393,-15.883198872019905,1.0534,17.8153,-16.2679,-0.45958358834628377,15.993612407428023,-15.739380572671058,-0.24337558018864044,8.884110248435942,-15.335563701558089,-0.12778350769034807,1.5350026598647935,-17.5914155938776,-0.5504094818951544,0.5525367387861301,-15.50652977015811,-0.7649503352390737,0.3929343833287028,-14.373125102451601,1.0534,17.8153,-16.2679,2.606471209880172,15.975856678070667,-15.686048844333092,2.4460429647401614,8.95412007600662,-15.290621136786774,2.4651575355266266,1.487029549743796,-17.48274038451935,2.512640471949587,0.7626886998100841,-15.394365316298614,2.5352930189768084,0.6650807888138227,-14.293345524140397
0.033333,1.0555,17.8146,-16.2685,1.0555,17.8146,-16.2685,1.1141368682958432,19.94979963656243,-16.15193192804152,1.1393231620024686,22.073263329372267,-15.851376848184696,1.1393231620024686,22.073263329372267,-15.851376848184696,-1.9798177417140888,22.975631285790303,-16.334351775579684,-1.8818560182879602,17.722536637807046,-17.000979930530455,-2.3130479743274166,14.266584535891031,-15.580100118614912,-2.3130479743274166,14.266584535891031,-15.580100118614912,-2.057338083242158,13.658832856341824,-15.020074587227025,-2.3130479743274166,14.266584535891031,-15.580100118614912,-2.4788500709496004,13.69908861184919,-15.122994853548336,-2.5447813916452957,13.214407547326498,-14.771205674146138,1.1393231620024686,22.073263329372267,-15.851376848184696,4.393391747667294,23.138001137371226,-16.302841631868755,4.632414384565292,18.00807901658328,-16.728525580004966,5.005599661885539,14.528681823328156,-15.376719445694363,5.005599661885539,14.528681823328156,-15.376719445694363,5.022338294998257,13.916719545613041,-15.355275709656855,5.005599661885539,14.528681823328156,-15.376719445694363,5.2842143600166915,14.079733464631742,-15.347734792702083,5.469947043542389,13.695688492603717,-15.352832501043727,1.1393231620024686,22.073263329372267,-15.851376848184696,1.2332686013405483,23.713813910591554,-15.977870255082582,1.3254331064256275,25.385981470883788,-16.101910542524774,1.199220288350653,27.053695862024092,-15.88462857448072,1.0555,17.8146,-16.2685,-0.454103994758587,15.991042299840299,-15.736775539591056,-0.2397007559415105,8.88138751184972,-15.334687285985707,-0.12797774244981633,1.5321068462606142,-17.59017022814122,-0.5474919586800522,0.54914577698145,-15.504889370136166,-0.7606181264271472,0.36740944552093424,-14.374554918370357,1.0555,17.8146,-16.2685,2.6120923793851607,15.97673222551692,-15.691096421160498,2.4512072964106624,8.954823074383665,-15.29893183095973,2.466013164422928,1.4872629374053306,-17.489484153408235,2.5127422858435775,0.7630711041208937,-15.401040402785446,2.535194627924001,0.6621997688963073,-14.300310694380556
0.066666,1.0577,17.8166,-16.2675,1.0577,17.8166,-16.2675,1.1139037419383286,19.95187546542752,-16.151122545845766,1.1373388584290323,22.075263620166766,-15.8498928996817,1.1373388584290323,22.075263620166766,-15.8498928996817,-1.9823086936961591,22.97889238327852,-16.327205056971277,-1.8840658834390618,17.725725541583436,-16.99322266968741,-2.314434414381859,14.269732570655382,-15.57219262564541,-2.314434414381859,14.269732570655382,-15.57219262564541,-2.060030886636081,13.66175566269936,-15.011816704800538,-2.314434414381859,14.269732570655382,-15.57219262564541,-2.481499937085537,13.703084007781268,-15.114496547754799,-2.5485359845743996,13.218885231008487,-14.762252295837447,1.1373388584290323,22.075263620166766,-15.8498928996817,4.390951159992679,23.140578778650198,-16.303280168050733,4.631956942329917,18.01035922938709,-16.72423527164096,5.0048434955057655,14.529077882014576,-15.377206057667912,5.0048434955057655,14.529077882014576,-15.377206057667912,5.020982684210273,13.917337033238766,-15.349810701729123,5.0048434955057655,14.529077882014576,-15.377206057667912,5.282966536575721,14.08020470518318,-15.342835517269348,5.4683933549552615,13.695978762222666,-15.343525938695338,1.1373388584290323,22.075263620166766,-15.8498928996817,1.2318120603444174,23.715515795070218,-15.979816546275979,1.322957251279816,25.387641807532713,-16.10516323037901,1.1954286475513785,27.055146426120807,-15.887041196374064,1.0577,17.8166,-16.2675,-0.4521462881892879,15.992167877846182,-15.739475922618732,-0.24104182567968685,8.882570804006953,-15.334631174023384,-0.1307207479155933,1.5331478325194832,-17.5897193943982,-0.5464749431466478,0.5493864556067333,-15.50406292686993,-0.7577280669449162,0.36420749176742206,-14.373935633403892,1.0577,17.8166,-16.2675,2.6140544744159033,15.977215584830933,-15.694299853368173,2.4511951142682644,8.95520194932238,-15.30483029866042,2.46432169057152,1.4862906291124718,-17.49078191622537,2.5115183956868683,0.7635067703341601,-15.401860977985775,2.534266924154313,0.6617585902633372,-14.301218058049958
0.099999,1.0595,17.8174,-16.2664,1.0595,17.8174,-16.2664,1.1147176356656368,19.95279517477202,-16.15175992859445,1.1376982176416466,22.076395403380705,-15.851993816425006,1.1376982176416466,22.076395403380705,-15.851993816425006,-1.9813658354476649,22.980421199407488,-16.332357719465413,-1.884115355279598,17.726827820886232,-16.995148737935548,-2.313615544692266,14.270719681121607,-15.5741360753786,-2.313615544692266,14.270719681121607,-15.5741360753786,-2.0602023637597284,13.664127158277598,-15.011814531100423,-2.313615544692266,14.270719681121607,-15.5741360753786,-2.481659969051349,13.706128474690654,-15.114261066857082,-2.5495679891624308,13.223361842789704,-14.76022267906897,1.1376982176416466,22.076395403380705,-15.851993816425006,4.391878744314514,23.14156079247641,-16.301639459788404,4.63281224818551,18.011701134630858,-16.726998775568756,5.006130035212717,14.52731767256655,-15.388134471921125,5.006130035212717,14.52731767256655,-15.388134471921125,5.021495219723382,13.915718055381527,-15.357350314240824,5.006130035212717,14.52731767256655,-15.388134471921125,5.283634625404135,14.078334150137113,-15.350373540926933,5.46863451135206,13.693907220661602,-15.348340072637155,1.1376982176416466,22.076395403380705,-15.851993816425006,1.2331738089699242,23.716995994222284,-15.97668002212065,1.3232924686189094,25.38932166985504,-16.10009031505653,1.194031213949844,27.056692718902763,-15.881967110562206,1.0595,17.8174,-16.2664,-0.44982919838308133,15.99134667226937,-15.74251792949923,-0.24363913458450648,8.88158404653836,-15.33804793030365,-0.13246165034407203,1.531608092116982,-17.591291075666685,-0.546640230542467,0.5461102825076359,-15.506140944606567,-0.7570775611599078,0.37149991391305937,-14.374180618684377,1.0595,17.8174,-16.2664,2.616288176910018,15.978974204510308,-15.691305354214393,2.4490362772557366,8.957250180436901,-15.298490214088178,2.461456290519124,1.4857258444276944,-17.47549800695267,2.5096606763372837,0.7626039871760514,-15.386717061412227,2.532924438952476,0.6626384496269255,-14.285921570164422
0.133332,1.0589,17.8191,-16.2661,1.0589,17.8191,-16.2661,1.114213721445742,19.954546063646617,-16.1524585147229,1.136846582722793,22.078326384230518,-15.853944421938396,1.136846582722793,22.078326384230518,-15.853944421938396,-1.9823097795206488,22.98208859381115,-16.334204916784888,-1.8860649411343595,17.7290774697033,-17.001740712067196,-2.3152126414455307,14.273219611052031,-15.580013035711449,-2.3152126414455307,14.273219611052031,-15.580013035711449,-2.0604110964604674,13.664681454902015,-15.02042771301011,-2.3152126414455307,14.273219611052031,-15.580013035711449,-2.4818993595025827,13.705829475151779,-15.123098214211357,-2.548607389786242,13.221106730518523,-14.771512947695712,1.136846582722793,22.078326384230518,-15.853944421938396,4.390926738482639,23.14363793747009,-16.303970027125775,4.633950352990946,18.014575133822987,-16.737667950841217,5.00732057021899,14.531333059416921,-15.395851556406265,5.00732057021899,14.531333059416921,-15.395851556406265,5.02193540785067,13.919468877428788,-15.370425697109248,5.00732057021899,14.531333059416921,-15.395851556406265,5.284278984054551,14.081692194604221,-15.362117025193019,5.468801068056934,13.697032848390817,-15.363511581069988,1.136846582722793,22.078326384230518,-15.853944421938396,1.233277952881498,23.719215686629788,-15.974010342252832,1.3225157375583834,25.391722462193947,-16.095592997586316,1.1919005219310734,27.05896332106961,-15.877281285939462,1.0589,17.8191,-16.2661,-0.4518162009344282,15.99350901892641,-15.744609886328593,-0.2442202163110865,8.88370211237176,-15.341640190723503,-0.1305616798454753,1.5335699428693976,-17.5942498914118,-0.5461498402113747,0.5482681833923401,-15.509287584357999,-0.7572576794595809,0.38448498125709035,-14.375834729887961,1.0589,17.8191,-16.2661,2.61424804456433,15.979552754004457,-15.69069486018968,2.446594979094045,8.95847234043177,-15.286705407005062,2.4590294599471076,1.4833643428847818,-17.451376028414924,2.5081938250419187,0.7587351024806261,-15.363139918475216,2.5319381331623543,0.65887026404347,-14.262345547679379
0.166665,1.0567,17.8202,-16.2697,1.0567,17.8202,-16.2697,1.1130288580184913,19.955442465240743,-16.152778829603168,1.1353201721445443,22.07892512978876,-15.852129148448197,1.1353201721445443,22.07892512978876,-15.852129148448197,-1.9842350973439034,22.982176806795607,-16.33075636778615,-1.887023486200018,17.729756583508987,-17.00278663315261,-2.3152261915996473,14.273075037371742,-15.582777476392465,-2.3152261915996473,14.273075037371742,-15.582777476392465,-2.0614695160584295,13.658366152992093,-15.02949745209826,-2.3152261915996473,14.273075037371742,-15.582777476392465,-2.4826924808470174,13.7002819956292,-15.132943778569544,-2.549951705342841,13.211465588567451,-14.787179383341433,1.1353201721445443,22.07892512978876,-15.852129148448197,4.38899490287227,23.144622237895394,-16.304168783100994,4.634074512947736,18.016144567464465,-16.743591562001463,5.008006228921875,14.534510951245034,-15.397763066761657,5.008006228921875,14.534510951245034,-15.397763066761657,5.022150416192621,13.922496604734587,-15.375940449323782,5.008006228921875,14.534510951245034,-15.397763066761657,5.284618806610145,14.08446640201063,-15.366678111090891,5.468845077138382,13.69968017712704,-15.370338614757236,1.1353201721445443,22.07892512978876,-15.852129148448197,1.2323650024121244,23.719850392430196,-15.971205260424847,1.3202681915336203,25.39255844655781,-16.09097768462543,1.187805357180544,27.05938264958291,-15.870607329938393,1.0567,17.8202,-16.2697,-0.4574403349953853,15.996946972740172,-15.749964246825433,-0.24420654500431432,8.887404978395583,-15.345268190065765,-0.12973827967102589,1.5356195546562894,-17.59243523664375,-0.5490627269331464,0.5532068316131805,-15.506857823160535,-0.7618123883340805,0.40532782233113807,-14.371526941616503,1.0567,17.8202,-16.2697,2.608564760123519,15.977698495261436,-15.694342149420988,2.4424966184143413,8.9569939080668,-15.283229422600913,2.4633122871764677,1.4812755477592585,-17.445726774228127,2.5106316833064266,0.756818174749517,-15.357388412960557,2.5331813897878717,0.6574098945362781,-14.256527600022496
0.199998,1.0545,17.8181,-16.2742,1.0545,17.8181,-16.2742,1.11317536457247,19.952898273400503,-16.15051726402396,1.1356891528987703,22.075843493694066,-15.846112137477252,1.1356891528987703,22.075843493694066,-15.846112137477252,-1.9842282580361346,22.975856357766663,-16.3284656177685,-1.8866734910320435,17.723542059882934,-17.00127358485936,-2.3152707884653094,14.266363379659081,-15.582594338786253,-2.3152707884653094,14.266363379659081,-15.582594338786253,-2.0598375286291066,13.644855538681497,-15.037745642749607,-2.3152707884653094,14.266363379659081,-15.582594338786253,-2.481252665448636,13.68743148186732,-15.140129586933272,-2.547291476623392,13.194002405570886,-14.800740544411457,1.1356891528987703,22.075843493694066,-15.846112137477252,4.388845648469011,23.14351381829001,-16.29722443414665,4.634335129413105,18.015883029864703,-16.746197732170778,5.008553016666968,14.535050510922934,-15.398378066066757,5.008553016666968,14.535050510922934,-15.398378066066757,5.023025745963592,13.923018438769665,-15.377280014913108,5.008553016666968,14.535050510922934,-15.398378066066757,5.285409019178935,14.085116756298673,-15.367861525915409,5.469839275371839,13.700433115612753,-15.372000860312076,1.1356891528987703,22.075843493694066,-15.846112137477252,1.2330662813764863,23.71668641630325,-15.96604851758262,1.319556847784455,25.389595891824666,-16.084022697948868,1.1850539605409705,27.055907976086626,-15.861030701084129,1.0545,17.8181,-16.2742,-0.4616305374583787,15.996616345419223,-15.754062231633561,-0.2437593843823417,8.887300715871014,-15.34786233377678,-0.12844317116349946,1.5336716335946043,-17.588945359228422,-0.5492864624816801,0.5518636784906444,-15.503389087739432,-0.7627382305217847,0.411826423647763,-14.367195996589594,1.0545,17.8181,-16.2742,2.604363211917841,15.973814595746914,-15.699162560433894,2.4408095558230447,8.953387102209634,-15.282349398376954,2.4668161724284525,1.4789991737526726,-17.44938466374058,2.512865317586479,0.754580413919937,-15.36100451196442,2.534639475741754,0.6509126586586113,-14.26052102392123
0.233331,1.0533,17.8186,-16.2779,1.0533,17.8186,-16.2779,1.1106937858011026,19.952658758016614,-16.141506978242987,1.1328802732122454,22.074663975883308,-15.830593203664117,1.1328802732122454,22.074663975883308,-15.830593203664117,-1.9865798135345183,22.975870114956606,-16.313675959090634,-1.8861472382399656,17.724006317373416,-16.989570127104187,-2.3116507889186795,14.265816432262069,-15.572424996754663,-2.3116507889186795,14.265816432262069,-15.572424996754663,-2.0548642133340036,13.642898811930554,-15.02982704146915,-2.3116507889186795,14.265816432262069,-15.572424996754663,-2.4762619514183357,13.684386690977536,-15.132732145402365,-2.5410705998915315,13.189264519036811,-14.795579102948679,1.1328802732122454,22.074663975883308,-15.830593203664117,4.386665724308248,23.13781891964203,-16.287792519824343,4.631875950001735,18.010659052869407,-16.74226282223306,5.008129357602017,14.529647605252187,-15.39547234883824,5.008129357602017,14.529647605252187,-15.39547234883824,5.024206288396249,13.917702954690267,-15.373041968884117,5.008129357602017,14.529647605252187,-15.39547234883824,5.286112172677206,14.080539356880035,-15.363096050918765,5.471606430864269,13.696354989104215,-15.365817931945719,1.1328802732122454,22.074663975883308,-15.830593203664117,1.2276245663122167,23.7151847822973,-15.95687677245981,1.3131818131571196,25.3881343749796,-16.07496257370807,1.1794224281428833,27.054178463279644,-15.849534220874865,1.0533,17.8186,-16.2779,-0.46340263030550344,15.998510304844473,-15.754560300174898,-0.24168921239009486,8.889085683265261,-15.352366780461383,-0.126616960411501,1.5345574513942584,-17.590509872208862,-0.5455730670945651,0.5490728843120993,-15.506308143293003,-0.7582943809469469,0.402387243850566,-14.370817149971035,1.0533,17.8186,-16.2779,2.60266746813031,15.973123148807897,-15.705354521183205,2.4440869472734876,8.952685409271274,-15.28679584406054,2.466342208937319,1.4813197729408971,-17.464269913272354,2.5139478776221695,0.7563082473333069,-15.376130380160347,2.5365902244289673,0.6546799015887023,-14.275474199342607
0.266664,1.0524,17.8179,-16.28,1.0524,17.8179,-16.28,1.10898073941549,19.952694190167218,-16.15527521795773,1.1317594697094777,22.07485809559063,-15.845489407978897,1.1317594697094777,22.07485809559063,-15.845489407978897,-1.9885058495531949,22.980248452915063,-16.315367397217113,-1.887414691977408,17.72880474328627,-16.99442006038849,-2.3055570888553656,14.268084663487581,-15.581266021080912,-2.3055570888553656,14.268084663487581,-15.581266021080912,-2.0534654541087916,13.653372916536677,-15.027228545767764,-2.3055570888553656,14.268084663487581,-15.581266021080912,-2.473949210826841,13.693219731091713,-15.134430945063556,-2.541653446143041,13.20315233863028,-14.790529233136585,1.1317594697094777,22.07485809559063,-15.845489407978897,4.384814437986952,23.14072890789282,-16.301561985259656,4.629134734203927,18.012795413267597,-16.747706891716252,5.007145872394515,14.530610545817927,-15.404446666477533,5.007145872394515,14.530610545817927,-15.404446666477533,5.023858290794567,13.918769806514407,-15.379759629398468,5.007145872394515,14.530610545817927,-15.404446666477533,5.285541433262609,14.08194773952037,-15.369539835711338,5.471489187143959,13.697973705609632,-15.370268539215283,1.1317594697094777,22.07485809559063,-15.845489407978897,1.2235681835198713,23.71587453147475,-15.967426909702779,1.3087983063137267,25.388925671366508,-16.084304401442804,1.1763890137618724,27.054862957958743,-15.857295247689885,1.0524,17.8179,-16.28,-0.4618242168109308,15.996214809268357,-15.755037243518807,-0.24015818577120493,8.886736304704293,-15.353771146365586,-0.12756915046431938,1.5312977930250264,-17.589047336399858,-0.543673307221286,0.5440384161619426,-15.505114239674946,-0.7552254779075567,0.3766036803232235,-14.37227792373493,1.0524,17.8179,-16.28,2.604303915653629,15.974466342259287,-15.707741954195814,2.4475136735989764,8.95393643068508,-15.290055728437418,2.464186210669701,1.4857201123060868,-17.47835647077274,2.513638232459292,0.7613987244071643,-15.390020351688197,2.5373373902911935,0.6650852970498823,-14.28890859599364
0.299997,1.0541,17.8179,-16.2791,1.0541,17.8179,-16.2791,1.1099809741895441,19.952832901773366,-16.156451284763374,1.1321007085445534,22.075051111300912,-15.846989900093558,1.1321007085445534,22.075051111300912,-15.846989900093558,-1.988244069437153,22.980993687416074,-16.31527314963823,-1.8868796294099348,17.7310160458006,-17.005528891907407,-2.3007750141920558,14.270172355030196,-15.591427611195611,-2.3007750141920558,14.270172355030196,-15.591427611195611,-2.0509028535225813,13.661204707480021,-15.030089428136971,-2.3007750141920558,14.270172355030196,-15.591427611195611,-2.4709398895757535,13.699862586449257,-15.139456522024183,-2.5400006055801514,13.213317139046918,-14.790855826073907,1.1321007085445534,22.075051111300912,-15.846989900093558,4.3850745290039574,23.141592137704635,-16.302073379582144,4.63044563491385,18.013474086176057,-16.745512078808204,5.008674706910801,14.53007519898378,-15.405464741508538,5.008674706910801,14.53007519898378,-15.405464741508538,5.024503204045725,13.918239398952199,-15.380082513904085,5.008674706910801,14.53007519898378,-15.405464741508538,5.286406669535248,14.081060267424608,-15.369807525216686,5.471814249120784,13.696824443465072,-15.369941384731096,1.1321007085445534,22.075051111300912,-15.846989900093558,1.2234553590688562,23.716231557301917,-15.967046589168035,1.3089914932205358,25.389356993304105,-16.082629822194573,1.1767917317386158,27.055196664543235,-15.854783750712034,1.0541,17.8179,-16.2791,-0.4612686836272444,15.995953016371615,-15.758365182526404,-0.24407032367820725,8.886466271775449,-15.354808473070515,-0.13210214272372212,1.529205347880211,-17.584110260599054,-0.5494541824479555,0.5440187246161104,-15.499445901432452,-0.7617398325455134,0.3647750010617673,-14.368555402432204,1.0541,17.8179,-16.2791,2.604728924147162,15.974553318808935,-15.70311767610447,2.4440175923549936,8.954671226715588,-15.27613701677583,2.46194368773055,1.4859485945789181,-17.46269915625737,2.5121477984744174,0.7626235053063954,-15.374035687865844,2.5361610478801495,0.6684340376605018,-14.272747018652561
